time, EO_temp, EO_humi, SI_temp, SI_humi, SO_temp, SO_humi, EI_temp, EI_humi, EP_temp, EP_humi
1038,20.27615149,47.69780056,19.91,48.04,3.59,-4.64,3.609402802,-4.426992431,4.1,74
1039,20.65032399,48.53124802,20.83,48.6,2.67,-5,2.358579977,-4.692663133,3.6,75
1040,19.59883917,49.13233528,19.88,49.26,3.62,-5,4.041651959,-4.818929017,3.2,74
1041,20.3607233,49.28693921,20.12,49.37,3.38,-5,3.402242188,-5.107247114,3.7,67
1042,20.43082083,47.72230425,20.25,,3.25,-5,3.497515678,-5.074411392,5.1,56
1043,20.86217234,44.30343201,20.93,44.78,2.57,-1.38,2.371012754,-0.945556228,7.2,49
1044,20.50075063,44.29718938,20.22,44.28,3.28,-0.88,2.964752524,-1.013543193,8.7,41
1045,21.10535302,42.62420831,21.15,42.83,2.35,0.57,2.037400401,0.986004419,10,39
1046,20.92168282,42.88537107,21.07,42.43,2.43,0.97,2.740873985,0.937200637,11.2,34
1047,21.71822024,42.04549749,21.26,41.77,2.24,1.63,2.216041317,1.749894505,11.9,34
1048,21.97061751,42.1862925,22.18,42.23,1.32,1.17,1.533289022,1.211882098,12,35
1049,21.50978303,41.9609161,21.92,41.52,1.58,1.88,2.004591601,2.085945015,11.8,34
1050,21.57241803,42.45467789,,42.36,1.58,1.04,1.421055989,0,11.3,41
1051,20.93899041,42.16374231,21.16,42.38,2.34,1.02,1.97918066,0.615888436,9.4,48
1052,20.61037299,43.94688229,21.03,43.5,2.47,-0.1,2.540789397,0.249700749,8.4,53
1053,20.70908779,46.00720658,,46.02,2.47,-2.62,2.617527337,-2.285999115,7.6,59
1054,20.70479757,46.31976615,20.99,46.74,2.51,-3.34,2.638595233,-3.130737092,7.6,59
1055,20.72243329,45.72507583,21.15,45.96,2.35,-2.56,2.213681376,-2.491835175,6.8,58
1056,20.15162801,45.68822549,20.12,45.34,3.38,-1.94,3.818004375,-2.055622461,6.4,60
1057,21.21930678,46.49495793,21.67,46.26,1.83,-2.86,2.235045748,-3.105845973,11.9,74
1058,21.59049117,48.89012037,21.23,49.3,2.27,-5,2.186504383,-4.96258831,11.9,76
1059,21.83889732,49.34950798,22.23,49.5,1.27,-5,1.059536238,-4.846325099,12,81
1060,20.93065409,50.83328129,21.24,51.03,2.26,-5,2.544391582,-5.305112064,10.8,88
1061,21.44891486,52.96151297,21.64,52.49,1.86,-5,1.834750698,-5.287970603,10.6,95
1062,21.11388258,56.08123977,21.17,56.5,2.33,-5,2.642452853,-4.776991367,11.1,95
1063,21.75355892,59.08800045,21.75,59.22,1.75,-5,2.085556149,-4.613083482,11,91
1064,21.68840328,60.85731688,22.02,61.31,1.48,-5,1.749100606,-4.685616016,10.8,91
1065,21.25982323,62.20023749,21.27,62.12,2.23,-5,2.717261057,-5.338168204,11.3,89
1066,21.98511964,62.22202178,21.95,62.04,1.55,-5,1.197043228,-4.811041057,11.2,86
1067,21.02513894,62.16657637,21.52,61.9,1.98,-5,2.268666725,-5.006508231,11.9,84
1068,21.46877788,61.52675287,21.09,61.99,2.41,-5,2.366918061,-5.34509182,12.4,82
1069,22.02194036,60.27631047,21.53,59.97,1.97,-5,1.54647121,-5.238913774,13.2,77
1070,21.8040235,58.3821346,21.45,58.58,2.05,-5,1.982263494,-5.368813574,14.5,74
1071,22.32548229,56.13689411,22.01,56.3,1.49,-5,1.05236738,-4.725033462,15.5,68
1072,22.01275322,53.78448182,21.96,54.16,1.54,-5,1.766310492,-5.349917114,15.4,72
1073,22.45651306,52.07766835,22.13,52.52,1.37,-5,1.839453812,-5.322195649,15.2,72
1074,22.84466426,50.73993903,22.36,50.99,1.14,-5,1.271462336,-4.874265373,14.9,73
1075,22.52719375,50.31768585,23,50.15,0.5,-5,0.5233621,-4.558146,14.4,77
1076,21.4251171,51.09600268,21.62,51.35,1.88,-5,1.623121803,-5.247500479,13.8,81
1077,21.52321548,51.82930166,21.5,52.32,2,-5,2.207866013,-4.929476202,13.3,77
1078,22.0864384,51.93396513,21.94,51.7,1.56,-5,1.26863235,-4.957112908,13.5,75
1079,21.63778307,51.5900592,22.09,51.33,1.41,-5,1.803114626,-4.602034867,13.2,74
1080,21.75334108,51.47001249,22.11,51.92,1.39,-5,1.577047303,-4.718257546,12.9,72
1081,21.55972017,50.85775245,21.97,50.53,1.53,-5,1.158292143,-5.417538106,7,54
1082,19.80606828,46.06866385,19.72,45.87,3.78,-2.47,3.374903648,-2.139935465,6.5,60
1083,20.51975827,46.71499562,20.49,47.05,3.01,-3.65,3.069726954,-4.143122339,6.2,59
1084,20.72553357,45.02887415,20.69,44.92,2.81,-1.52,3.167801855,-1.786148925,6.1,66
1085,20.96822871,47.4369504,21.15,47.42,2.35,-4.02,2.546326852,-4.323456187,5.6,70
1086,20.44090982,47.62610413,20.43,47.19,3.07,-3.79,3.108876772,-3.367123165,5.3,72
1087,20.52160463,49.13376014,20.96,49.03,2.54,-5,2.488538184,-5.261067688,5.1,76
1088,19.92582189,49.24594042,19.73,48.86,3.77,-5,3.924009521,-5.389686584,5.2,78
1089,20.90466703,49.60706575,20.58,49.13,2.92,-5,3.183922274,-4.590908766,5,77
1090,20.9076559,50.49474384,20.96,50.31,2.54,-5,3.001713135,-5.461000621,7.1,61
1091,21.14783785,47.13479445,20.76,47.52,2.74,-4.12,2.838956883,-3.736738796,9.6,53
1092,21.67722717,44.57109676,22.13,44.85,1.37,-1.45,1.205650265,-1.450990093,12.1,49
1093,20.967432,44.00588732,21.38,43.84,2.12,-0.44,1.743258054,-0.556104722,14.2,45
1094,21.35720365,43.64860513,21.19,43.92,2.31,-0.52,2.656924245,-0.488138456,15.7,41
1095,22.88268717,42.63074565,23.17,42.67,0.33,0.73,0.677468972,0.403712969,16.1,32
1096,22.20361871,40.90830949,22.38,40.69,1.12,2.71,1.43277138,2.724659762,15.9,30
1097,22.37566634,41.45130735,22.01,41.14,1.49,2.26,1.500396779,2.066085944,15.2,40
1098,22.44092985,43.22713183,22.44,42.78,1.06,0.62,0.691985724,0.131603713,13.6,46
1099,21.36472961,43.91330917,21.09,44.02,2.41,-0.62,2.302654717,-0.722917433,12.2,47
1100,21.8344384,43.80772991,21.8,43.62,1.7,-0.22,1.394271743,-0.292605908,11.5,52
1101,21.16182247,45.15357802,21.59,44.95,1.91,-1.55,1.739910457,-1.456758606,10.5,52
1102,20.76936843,45.06610381,20.77,44.75,2.73,-1.35,2.271823745,-1.563270664,9.8,52
1103,20.84731849,44.88961238,21.25,44.67,2.25,-1.27,2.403367162,-1.211935778,8.8,58
1104,20.84122195,46.29975413,20.54,46.02,2.96,-2.62,2.557229242,-2.664787526,8.4,65
1105,20.9102068,47.37501578,21.12,47.62,2.38,-4.22,2.412029927,-4.471223564,7.2,74
1106,20.58019537,48.22878906,20.9,48.62,2.6,-5,2.368283844,-4.722846568,6.9,86
1107,20.21244014,51.06018468,20.41,51.54,3.09,-5,3.156831946,-4.538219392,6.9,87
1108,20.70678406,53.70992835,21.05,53.9,2.45,-5,2.704852653,-4.684323847,6.5,87
1109,20.5702799,55.68361883,20.48,55.9,3.02,-5,2.550427277,-5.02210629,6.7,87
1110,20.3466512,56.92478878,20.27,57.13,3.23,-5,2.836585324,-5.233391821,6.8,86
1111,20.47390628,57.5064392,20.45,57.61,3.05,-5,2.685201871,-4.650792956,6.7,86
1112,20.4043269,58.5543584,20.07,58.28,3.43,-5,2.976776533,-5.166270852,6.5,85
1113,20.60023805,58.67721587,20.45,58.73,3.05,-5,2.601571012,-4.642868936,6.4,86
1114,20.36176145,59.49890376,20.33,59.22,3.17,-5,3.000534399,-4.758823693,6.4,53
1115,20.56994356,53.44029932,20.27,53.33,3.23,-5,3.275243502,-5.287998378,6.9,39
1116,21.11119835,45.26424107,21.03,44.79,2.47,-1.39,2.464467854,-1.792922451,7.4,30
1117,20.83342653,40.41847041,20.36,40.41,3.14,2.99,2.760232284,3.381537666,7.7,34
1118,20.96697351,42.51631399,21.11,42.71,2.39,0.69,2.842946544,0.423699858,8,35
1119,21.21652535,41.43675105,21.62,41.7,1.88,1.7,2.325877194,1.857137275,6.7,47
1120,20.63909748,44.40653812,20.32,44.89,3.18,-1.49,3.44872474,-1.245763233,5.7,53
1121,21.10000272,44.87946726,21.23,44.49,2.27,-1.09,2.391065974,-1.543419626,6.1,53
1122,20.49106815,44.96015418,20.36,44.96,3.14,-1.56,3.377044573,-1.874328671,5.7,61
1123,20.90989909,46.29379468,20.87,46.21,2.63,-2.81,2.252469962,-2.628991363,5.4,58
1124,20.06038924,46.00604438,19.78,45.61,3.72,-2.21,3.526319773,-2.424473069,5.1,50
1125,20.59463116,44.38036243,20.34,44.11,3.16,-0.71,3.578427229,0,5.1,43
1126,21.07413216,44.10428995,21.29,44.04,2.21,-0.64,1.841049275,-0.928383603,4.6,44
1127,19.620355,43.15504835,19.6,42.76,3.9,0.64,4.350862765,0.894422545,4.6,48
1128,20.96714677,45.01846123,20.49,44.78,3.01,-1.38,3.241713474,-1.495426481,3.9,46
1129,20.79543089,43.7193425,20.46,43.53,3.04,-0.13,2.719540753,-0.336484139,5.1,36
1130,20.37588546,41.83898986,20.51,42.32,2.99,1.08,2.750674357,1.166773574,4.9,26
1131,20.03138273,39.83796546,20.11,40.09,3.39,3.31,3.348857417,3.604653654,4.1,34
1132,20.1939636,42.27502603,20.52,42.48,2.98,0.92,2.549246233,0.66748683,3.5,38
1133,19.40441711,42.08750765,19.15,42.24,4.35,1.16,4.724424756,0.973306689,3.9,26
1134,21.02795845,39.84331281,20.6,39.68,2.9,3.72,3.131728017,3.849011214,3,34
1135,20.55409477,42.52366146,20.61,42.84,2.89,0.56,0,0.705843744,2.6,33
1136,16.96327582,41.32477291,16.84,41.1,5,2.3,4.897484243,1.850850034,2.5,24
1137,18.9681049,39.71066836,19.27,39.66,4.23,3.74,3.889059882,3.627491226,2.1,29
1138,19.4835438,41.19602592,19.63,,3.87,3.74,4.050375695,3.564083507,3,30
1139,20.23721074,42.52090424,20.62,42.23,2.88,1.17,2.902418916,1.461277468,4.4,23
1140,19.9721875,40.07800086,20.07,39.97,3.43,3.43,3.698571615,3.011689417,5.7,15
1141,20.81632162,38.07409011,21.29,38.3,2.21,5,2.582728288,4.973151207,7.9,14
1142,20.81578558,38.23242329,20.9,38.13,2.6,5,2.806211329,4.626372159,9.2,13
1143,21.2988398,37.81231079,20.97,37.75,2.53,5,2.557805388,4.727085173,10.3,14
1144,21.65687722,37.77693381,21.56,37.82,1.94,5,2.437401357,5.370040298,10.5,16
1145,21.86290314,38.79158734,22.18,38.89,1.32,4.51,1.307347722,4.894142756,9.6,17
1146,20.71767023,39.32741263,21.08,39.32,2.42,4.08,2.911094768,3.843736963,7.6,23
1147,21.00523095,39.90566707,21.06,39.76,2.44,3.64,2.474873247,3.964471176,6.3,25
1148,20.53905801,40.88900483,20.57,41.22,2.93,2.18,2.60107141,2.640344493,6,24
1149,20.23231782,40.15154836,19.89,39.76,3.61,3.64,3.420043335,3.970766261,4.8,29
1150,20.56589759,41.89200495,20.79,41.5,2.71,1.9,2.851532123,2.140263522,4.2,31
1151,20.14425019,41.85386748,20.02,41.77,3.48,1.63,3.367562811,1.339073722,3.2,34
1152,20.12296297,41.62216771,20.05,42,3.45,1.4,3.945067716,1.084922099,2.9,31
1153,20.62343809,40.58265626,20.52,40.75,2.98,2.65,3.077717643,2.534858847,-0.3,52
1154,19.51646811,45.40098386,19.72,45.78,3.78,-2.38,4.113362639,-2.084427421,-1,43
1155,19.52653713,42.83635966,19.83,42.93,3.67,0.47,3.596629364,0.549549432,-1.7,41
1156,18.87785907,43.01863716,18.86,42.81,4.64,0.59,4.174146607,0.751609769,-2.4,44
1157,18.79643386,43.9665195,19.26,43.81,4.24,-0.41,4.333681037,-0.313239965,-2.5,40
1158,18.87082813,42.85997563,18.68,42.93,4.82,0.47,4.391612477,-0.021099536,-2.7,42
1159,18.94827498,42.66688097,18.74,42.71,4.76,0.69,5.006854961,0.639053884,-3.4,42
1160,19.48547494,43.17255866,19.98,43.05,3.52,0.35,3.730576415,0.601676738,-4,45
1161,18.51895637,44.13972367,18.58,44.46,4.92,-1.06,5.418155594,-1.493021724,-3.8,45
1162,19.47332069,42.81875721,19.23,43.04,4.27,0.36,4.447792132,0.075827227,-2.8,41
1163,19.46644868,42.53083299,19.74,42.19,3.76,1.21,3.646812568,1.054743431,-1.4,35
1164,18.93997151,42.07940983,18.79,42.44,4.71,0.96,4.998249612,0.762179813,0.3,35
1165,20.21022682,41.42570767,20.07,41.9,3.43,1.5,3.357658796,1.181976736,2,32
1166,19.92584026,40.72254287,20.11,40.77,3.39,2.63,3.649316742,2.745755022,2.4,32
1167,20.06998895,41.72378932,20.41,42.21,3.09,1.19,3.022639897,1.657559934,3.2,36
1168,19.71863105,42.23659139,,41.74,3.09,1.66,3.589008656,1.901646349,2.6,37
1169,19.8839135,43.09091946,19.79,43.58,3.71,-0.18,4.02542927,-0.133471661,2,40
1170,20.33256007,42.33926391,19.9,42.2,3.6,1.2,3.501106417,0.977349889,2,41
1171,20.16715447,43.04876102,20,43.12,3.5,0.28,3.668491066,0.685220628,1.7,38
1172,20.14221464,42.72422944,20.04,42.83,3.46,0.57,3.72551795,0.562191136,1.4,38
1173,20.11928966,42.34157469,20.39,42.38,3.11,1.02,3.541538224,0.563795705,1.1,36
1174,19.85696996,41.63705546,19.69,41.37,3.81,2.03,3.950245318,1.540570824,1.1,38
1175,20.05582128,42.45021519,20.27,42.36,3.23,1.04,3.446418386,0.829023817,1.3,41
1176,19.75107541,42.98919597,19.3,43.4,4.2,0,4.023032975,0.352906883,1.2,43
1177,20.0638933,43.34426366,19.96,43.42,3.54,-0.02,3.552804627,0.16164748,-0.9,65
1178,19.42391927,47.83705841,19.14,47.6,4.36,-4.2,4.462590322,-4.596023333,-1.4,70
1179,19.72172574,47.67362339,19.88,47.49,3.62,-4.09,3.213357146,-4.383850064,-2.2,72
1180,18.55073774,48.15504865,18.47,48.16,5,-4.76,5.470493376,-4.612527738,-2.5,67
1181,19.81108357,47.31151118,19.79,47.73,3.71,-4.33,3.469746611,-4.45997818,-3.1,67
1182,18.69861346,46.78923076,18.67,46.46,4.83,-3.06,5.216000037,-2.888774273,-3.8,63
1183,19.41489081,47.14261034,19.31,47.05,4.19,-3.65,3.853878977,-3.497987592,-4.3,61
1184,18.52579162,46.41610068,18.26,46.41,5,-3.01,4.799172401,-3.10553951,-4.4,57
1185,18.7398057,45.42734103,18.99,45.72,4.51,-2.32,4.856607506,-1.900495656,-4.7,51
1186,18.90845207,44.64137717,18.86,45.13,4.64,-1.73,5.016456261,-1.404866498,-4.4,41
1187,19.26321791,42.50823524,19.5,42.28,4,1.12,4.427836835,1.370136614,-2.6,32
1188,19.31841117,41.77672481,19.51,41.32,3.99,2.08,4.398256829,2.386904495,-1.6,30
1189,19.53298576,41.80828434,19.53,41.41,3.97,1.99,4.214386613,1.627788117,0.8,24
1190,20.00077522,39.87441559,19.52,39.72,3.98,3.68,4.204162102,3.832763903,1.2,22
1191,20.44478228,40.13229637,20.89,40.25,2.61,3.15,2.293618307,3.502176785,1.8,22
1192,19.00944413,40.00801388,18.9,39.78,4.6,3.62,5.035641527,4.052249427,1.9,22
1193,20.62319683,40.45866053,21.01,40.45,2.49,2.95,2.056793978,2.576630306,1.5,21
1194,18.85535144,39.14355873,19.29,39.1,4.21,4.3,4.294312797,3.881026196,0.2,23
1195,19.41859395,39.79587318,19.23,39.6,4.27,3.8,3.876343031,3.812124538,-0.8,25
1196,19.25121819,40.64882309,19.62,41.02,3.88,2.38,3.401677554,1.961772208,-1.3,32
1197,18.54265211,40.88083068,18.83,40.79,4.67,2.61,4.603636308,2.839412973,-1.7,33
1198,19.09775799,42.14407751,18.63,42.15,4.87,1.25,4.70547461,1.705151498,-2.1,33
1199,19.56368101,42.02041351,19.28,42.2,4.22,1.2,3.972834976,1.385773313,-2.2,32
1200,19.18377978,41.40210412,19.48,41.37,4.02,2.03,4.399776299,1.97260478,-3.3,36
1201,19.08680012,42.29428808,19.43,42.57,4.07,0.83,4.003265984,0.701798515,4.6,65
1202,20.19270608,47.53722898,19.74,47.9,3.76,-4.5,3.390945504,-4.50067991,4.1,68
1203,20.36511037,47.12910327,20.7,46.83,2.8,-3.43,2.752100873,-3.893499248,3.1,74
1204,19.66418917,48.60978337,19.47,48.54,4.03,-5,3.782389789,-5.274995923,2.2,79
1205,19.95374112,49.41283077,19.48,49.23,4.02,-5,4.322473605,-5.086392164,2.3,77
1206,20.7454665,49.84387245,21.24,49.49,2.26,-5,2.461186121,-4.962451816,2.2,76
1207,19.49755932,50.11264615,19.65,50.05,3.85,-5,3.383585727,-4.829626739,1.4,81
1208,19.26163319,51.46049018,18.93,51.61,4.57,-5,4.918822594,0,1.9,78
1209,20.70812914,56.76839214,20.27,57.07,3.23,-5,2.789912205,-5.018561184,2.1,79
1210,19.77641552,56.19615253,20,56.3,3.5,-5,3.628525078,-4.91220957,3,73
1211,20.04965749,54.64471245,19.67,54.91,3.83,-5,4.28901674,-4.892929673,4.2,59
1212,21.16874273,50.62284029,21.48,50.75,2.02,-5,1.881132979,-4.611283541,5.5,40
1213,19.91612717,43.88698869,19.7,44.15,3.8,-0.75,3.988627779,-1.002160609,6.4,35
1214,21.20152951,41.10743034,21.01,41.59,2.49,1.81,2.059478571,1.706721363,7.8,27
1215,20.58070218,39.99266564,20.45,40.32,3.05,3.08,2.774449575,0,8.6,25
1216,20.95901132,36.99413251,20.67,36.95,2.83,5,2.500804679,4.910352051,9.4,19
1217,21.14801374,38.30565806,21.62,37.96,1.88,5,1.566972857,4.840671897,8.1,24
1218,20.10538385,40.28519834,20.11,40.59,3.39,2.81,3.550175502,2.679620681,6.9,25
1219,21.01448258,39.90777936,21.48,39.43,2.02,3.97,1.825470228,4.115721495,5.7,40
1220,19.77705629,44.04194498,19.5,44.28,4,-0.88,3.923004031,-1.281124358,4.6,46
1221,20.66464906,43.15243163,20.22,43.03,3.28,0.37,3.247036486,0.268072541,3.6,47
1222,20.49875574,44.19001784,20.34,43.91,3.16,-0.51,3.370821867,-1.006780217,2.7,53
1223,20.30982646,44.94523406,20.22,44.56,3.28,-1.16,3.276115565,-0.932435844,2.4,56
1224,20.00397673,46.2237514,20.3,45.73,3.2,-2.33,3.611227524,-2.789871352,1.8,52
1225,19.97440891,44.58912977,19.97,44.4,3.53,-1,3.326563923,-1.221253276,2.8,70
1226,19.86609105,48.45005054,19.55,48.05,3.95,-4.65,3.982931209,-4.352802479,3,71
1227,20.47580405,48.60723795,20.13,48.41,3.37,-5,3.528313751,-4.595801353,2.5,76
1228,20.40895699,49.48998901,20.84,49.04,2.66,-5,2.872791443,-4.545130491,1.9,76
1229,19.57995704,50.24686072,19.08,49.79,4.42,-5,4.813432558,-5.21118325,1,69
1230,20.67739819,48.78630532,20.58,48.69,2.92,-5,2.681454999,-5.351101637,0.2,69
1231,19.26337355,47.47794262,19.42,47.71,4.08,-4.31,3.71859278,-4.19966006,-0.5,68
1232,19.02929162,47.38269404,19.4,47.11,4.1,-3.71,4.397347069,-3.73360338,-1.1,64
1233,19.40078036,46.97255185,19.34,46.85,4.16,-3.45,4.57875428,-3.712560964,-1.8,64
1234,19.73937857,46.66548052,19.69,46.43,3.81,-3.03,3.370461462,-3.467414169,-2.1,62
1235,18.74196432,46.26497024,18.68,46.4,4.82,-3,5.165276952,-2.82920301,-1,53
1236,19.95884841,44.78277319,20.04,44.29,3.46,-0.89,3.188108406,-1.353550866,0.1,36
1237,19.17518713,41.67266768,19.13,41.98,4.37,1.42,4.611685808,0.994754477,0.7,31
1238,20.09183551,40.53288862,19.84,40.65,3.66,2.75,3.985293243,2.675699472,1.4,26
1239,20.33876165,40.30201037,19.97,39.92,3.53,3.48,3.252082973,3.545589607,1.1,23
1240,19.74309229,40.3871979,19.6,40.74,3.9,2.66,4.156355047,2.266385887,1,20
1241,20.15082888,38.57614421,19.98,38.19,3.52,5,3.201940854,5.477360785,0.6,17
1242,19.44260396,39.73827615,19.37,40.06,4.13,3.34,3.985284035,3.184548166,-0.8,18
1243,19.3793672,38.57516909,19.86,38.29,3.64,5,3.181061997,5.461484194,-2,19
1244,18.28455576,40.12161946,18.47,39.62,5,3.78,5.317317963,3.395167975,-2.8,20
1245,19.38496257,39.49246355,19.2,39.59,4.3,3.81,4.489816833,3.473285911,-3.7,22
1246,19.25778689,39.46725675,19.36,39.22,4.14,4.18,4.367415025,4.1949104,-4.4,22
1247,18.89364454,40.1687158,18.78,39.72,4.72,3.68,5.170626493,3.994210713,-5.3,27
1248,19.22554212,41.52918335,18.85,41.07,4.65,2.33,4.470768893,2.263197737,-6.3,31
